backend,codec,Nx,Ny,Nz,Nt,total_bytes,on_disk_bytes,repeat,write_sec,read_sec,write_MBps,read_MBps,julia_threads,rayon_threads
zarrjl,zstd,512,512,32,50,1677721600,12715700,3,1.278671291,0.718208208,1251.298915727357,2227.7662412902973,16,
zarrsjl,zstd,512,512,32,50,1677721600,12716307,1,1.406490458,0.848712833,1137.583259736555,1885.2077378686224,16,
zarrsjl,zstd,512,512,32,50,1677721600,12716307,2,1.420319666,0.843517125,1126.5069676223156,1896.8198185662206,16,
zarrsjl,zstd,512,512,32,50,1677721600,12716307,3,1.429461209,0.857619333,1119.3028463635628,1865.629584635308,16,
mmap,none,512,512,64,20,1342177280,1342177280,1,0.7043815,0.21226625,1817.1970728930276,6030.162590614382,16,
mmap,none,512,512,64,20,1342177280,1342177280,2,0.689964041,0.211401167,1855.1691449670782,6054.838855265165,16,
mmap,none,512,512,64,20,1342177280,1342177280,3,0.705590125,0.214876333,1814.0843453555988,5956.914761757405,16,
raw,none,512,512,64,20,1342177280,1342177280,1,0.187885292,0.190596167,6812.667380052292,6715.769892686247,16,
raw,none,512,512,64,20,1342177280,1342177280,2,0.191531666,0.193973084,6682.968026811817,6598.853684256524,16,
raw,none,512,512,64,20,1342177280,1342177280,3,0.190307709,0.192007375,6725.949288791029,6666.410600113667,16,
zarrjl,none,512,512,64,20,1342177280,1342177469,1,2.913031208,1.016405917,439.40483592649514,1259.3393826140034,16,
zarrjl,none,512,512,64,20,1342177280,1342177469,2,3.019203208,0.97157625,423.952914665822,1317.44677785197,16,
zarrjl,none,512,512,64,20,1342177280,1342177469,3,2.937798666,0.9675295,435.70038165440434,1322.957077794527,16,
zarrsjl,none,512,512,64,20,1342177280,1342177981,1,1.06702,0.69643475,1199.602631628273,1837.9324121893687,16,
zarrsjl,none,512,512,64,20,1342177280,1342177981,2,1.080507209,0.732361542,1184.6288385105997,1747.7706386717941,16,
zarrsjl,none,512,512,64,20,1342177280,1342177981,3,1.109668333,0.712604958,1153.4978172617639,1796.2266268711535,16,
zarrjl,zstd,512,512,64,20,1342177280,5834989,1,1.006496334,0.632625958,1271.7383628344146,2023.3124863333542,16,
zarrjl,zstd,512,512,64,20,1342177280,5834989,2,1.016690542,0.61421575,1258.9868274785229,2083.958283388207,16,
zarrjl,zstd,512,512,64,20,1342177280,5834989,3,1.02044,0.609830458,1254.360863941045,2098.9440314245503,16,
zarrsjl,zstd,512,512,64,20,1342177280,5835596,1,1.10921,0.676377125,1153.9744502844367,1892.4353776748437,16,
zarrsjl,zstd,512,512,64,20,1342177280,5835596,2,1.100743167,0.634445917,1162.8507342803246,2017.5084521822214,16,
zarrsjl,zstd,512,512,64,20,1342177280,5835596,3,1.108508083,0.68324,1154.70515698531,1873.4266143668406,16,
mmap,none,512,512,64,50,3355443200,3355443200,1,1.741447917,0.524238417,1837.5513667458135,6104.092901684465,16,
mmap,none,512,512,64,50,3355443200,3355443200,2,2.122537375,0.523400916,1507.629518184574,6113.860144639104,16,
mmap,none,512,512,64,50,3355443200,3355443200,3,1.740887791,0.522866084,1838.1425939932965,6120.113921942583,16,
raw,none,512,512,64,50,3355443200,3355443200,1,0.471260834,0.475462958,6790.294820044392,6730.282446103824,16,
raw,none,512,512,64,50,3355443200,3355443200,2,0.521540541,0.48291,6135.66875139626,6626.4935495226855,16,
raw,none,512,512,64,50,3355443200,3355443200,3,0.472581542,0.481620792,6771.3182077686815,6644.231422633431,16,
zarrjl,none,512,512,64,50,3355443200,3355443389,1,6.73692775,2.261963959,474.9939614537205,1414.6998175049173,16,
zarrjl,none,512,512,64,50,3355443200,3355443389,2,6.71438575,2.283910375,476.5886440170644,1401.1057679966973,16,
zarrjl,none,512,512,64,50,3355443200,3355443389,3,6.730296042,2.284176959,475.46199751550245,1400.9422463489618,16,
zarrsjl,none,512,512,64,50,3355443200,3355443901,1,2.641075416,1.785211833,1211.6276500905492,1792.5043632623065,16,
zarrsjl,none,512,512,64,50,3355443200,3355443901,2,2.721469584,1.845868584,1175.8352982570025,1733.6012041906013,16,
zarrsjl,none,512,512,64,50,3355443200,3355443901,3,2.712512166,1.85320775,1179.7182110776937,1726.7357100141633,16,
zarrjl,zstd,512,512,64,50,3355443200,14585172,1,2.652404791,1.55406875,1206.4523525436507,2059.110962755026,16,
zarrjl,zstd,512,512,64,50,3355443200,14585172,2,2.521333084,1.480485541,1269.1698769618017,2161.4530580545534,16,
zarrjl,zstd,512,512,64,50,3355443200,14585172,3,2.522088583,1.510555542,1268.7896934189484,2118.425910882527,16,
zarrsjl,zstd,512,512,64,50,3355443200,14585779,1,2.76907075,1.641026542,1155.6223328710544,1949.9989293896501,16,
zarrsjl,zstd,512,512,64,50,3355443200,14585779,2,2.746527666,1.655817125,1165.10750633014,1932.580568038273,16,
zarrsjl,zstd,512,512,64,50,3355443200,14585779,3,2.747494166,1.624985666,1164.6976505354296,1969.24813981713,16,
